Date,open,high,close,low,Volume
2013-09-24,126.05,127.46,127.25,125.39,0.00
2013-09-25,127.38,129.69,128.22,127.33,0.00
2013-09-26,128.21,134.93,128.38,127.32,0.00
2013-09-27,128.94,134.74,133.78,128.49,0.00
2013-09-28,133.77,135.63,134.78,132.56,0.00
2013-09-29,134.90,140.61,137.34,134.71,0.00
2013-09-30,137.15,138.35,133.00,130.27,0.00
2013-10-01,132.68,134.63,132.18,131.55,0.00
2013-10-02,132.05,133.59,114.13,102.25,0.00
2013-10-03,114.45,123.63,123.63,111.82,0.00
2013-10-04,123.41,130.09,129.01,123.41,0.00
2013-10-05,128.63,130.44,128.55,128.03,0.00
2013-10-06,128.36,129.66,129.00,126.15,0.00
2013-10-07,129.43,130.27,126.94,126.36,0.00
2013-10-08,126.74,127.47,126.00,124.71,0.00
2013-10-09,125.85,131.75,130.69,125.58,0.00
2013-10-10,130.67,131.50,130.59,129.26,0.00
2013-10-11,130.75,131.81,130.90,129.64,0.00
2013-10-12,130.90,135.66,135.19,130.56,0.00
2013-10-13,135.19,138.66,138.13,134.55,0.00
2013-10-14,139.27,144.12,140.52,138.90,0.00
2013-10-15,140.77,145.39,145.24,139.13,0.00
2013-10-16,145.65,152.23,142.55,142.43,0.00
2013-10-17,142.41,147.42,146.25,142.41,0.00
2013-10-18,146.37,155.96,155.96,145.57,0.00
2013-10-19,155.91,177.48,172.42,155.70,0.00
2013-10-20,171.66,174.91,174.61,168.95,0.00
2013-10-21,174.80,184.82,182.21,174.80,0.00
2013-10-22,182.65,196.27,193.76,182.65,0.00
2013-10-23,193.36,213.62,213.62,192.38,0.00
2013-10-24,214.30,217.42,198.23,168.52,0.00
2013-10-25,197.69,198.87,186.69,168.50,0.00
2013-10-26,187.45,188.41,177.32,175.75,0.00
2013-10-27,176.60,196.44,196.44,176.60,0.00
2013-10-28,196.21,198.62,198.55,192.06,0.00
2013-10-29,198.55,204.79,204.39,198.55,0.00
2013-10-30,204.39,209.16,199.97,199.97,0.00
2013-10-31,199.83,205.18,204.00,198.85,0.00
2013-11-01,203.90,206.65,206.18,202.13,0.00
2013-11-02,205.81,207.76,206.22,201.65,0.00
2013-11-03,205.99,215.05,215.05,203.99,0.00
2013-11-04,214.66,231.01,229.10,213.94,0.00
2013-11-05,229.21,250.66,245.24,226.22,0.00
2013-11-06,244.78,263.00,262.50,244.78,0.00
2013-11-07,261.68,304.17,296.41,261.55,0.00
2013-11-08,297.85,338.66,338.11,296.93,0.00
2013-11-09,338.58,370.82,339.11,319.71,0.00
2013-11-10,348.82,350.70,326.62,277.24,0.00
2013-11-11,325.41,351.27,342.44,311.78,0.00
2013-11-12,343.06,362.81,360.33,342.80,0.00
2013-11-13,360.97,414.05,407.37,359.80,0.00
2013-11-14,406.41,425.90,420.20,395.19,0.00
2013-11-15,419.41,437.89,417.95,396.11,0.00
2013-11-16,417.28,450.26,440.22,415.57,0.00
2013-11-17,440.96,500.58,492.11,440.24,0.00
2013-11-18,496.58,703.78,703.56,494.94,0.00
2013-11-19,712.76,806.11,584.61,456.39,0.00
2013-11-20,577.98,599.65,590.83,448.45,0.00
2013-11-21,594.32,733.40,722.43,577.29,0.00
2013-11-22,724.07,780.85,771.44,668.13,0.00
2013-11-23,771.70,844.97,797.82,771.70,0.00
2013-11-24,795.63,807.36,774.25,722.87,0.00
2013-11-25,773.02,810.68,799.11,754.43,0.00
2013-11-26,805.73,928.54,928.10,800.80,0.00
2013-11-27,923.85,1001.96,1001.96,891.68,0.00
2013-11-28,1003.38,1077.56,1031.95,962.17,0.00
2013-11-29,1042.01,1146.97,1131.97,1000.64,0.00
2013-11-30,1129.37,1156.14,1129.43,1106.61,0.00
2013-12-01,1128.92,1133.08,955.85,801.82,0.00
2013-12-02,951.42,1055.42,1043.33,938.41,0.00
2013-12-03,1046.40,1096.00,1078.28,1011.21,0.00
2013-12-04,1077.58,1156.12,1151.17,1070.16,0.00
2013-12-05,1152.73,1154.36,1045.11,897.11,0.00
2013-12-06,1042.38,1042.38,829.45,829.45,0.00
2013-12-07,835.32,854.64,698.23,640.22,0.00
2013-12-08,697.31,802.51,795.87,670.88,0.00
2013-12-09,793.80,921.93,893.19,780.90,0.00
2013-12-10,892.32,997.23,988.51,892.32,0.00
2013-12-11,989.07,1001.58,878.48,834.23,0.00
2013-12-12,882.78,901.94,873.26,844.95,0.00
2013-12-13,874.98,941.79,892.58,860.05,0.00
2013-12-14,899.85,904.65,872.60,858.36,0.00
2013-12-15,875.29,886.16,876.12,825.00,0.00
2013-12-16,880.33,882.25,705.97,668.25,0.00
2013-12-17,706.37,754.83,682.12,630.88,0.00
2013-12-18,678.20,679.32,522.70,420.51,0.00
2013-12-19,519.06,707.23,691.96,502.89,0.00
2013-12-20,694.22,729.16,625.32,595.33,0.00
2013-12-21,619.90,654.27,605.66,579.17,0.00
2013-12-22,601.78,666.74,617.18,585.64,0.00
2013-12-23,613.06,680.91,673.41,611.04,0.00
2013-12-24,672.36,684.39,665.58,645.71,0.00
2013-12-25,666.31,682.70,682.21,649.48,0.00
2013-12-26,683.94,777.75,761.98,683.94,0.00
2013-12-27,763.28,777.51,735.07,713.60,46862700.00
2013-12-28,737.98,747.06,727.83,705.35,32505800.00
2013-12-29,728.05,748.61,745.05,714.44,19011300.00
2013-12-30,741.35,766.60,756.13,740.24,20707700.00
2013-12-31,760.32,760.58,754.01,738.17,20897300.00
2014-01-01,754.97,775.35,771.40,754.97,22489400.00
2014-01-02,773.44,820.31,802.39,767.21,38489500.00
2014-01-03,802.85,834.15,818.72,789.12,37810100.00
2014-01-04,823.27,859.51,859.51,801.67,38005000.00
2014-01-05,858.55,952.40,933.53,854.52,72898496.00
2014-01-06,936.05,1017.12,953.29,905.71,85565696.00
2014-01-07,946.49,965.74,802.00,802.00,81311696.00
2014-01-08,795.99,870.68,842.72,776.18,74175600.00
2014-01-09,841.47,864.36,846.86,804.14,59998600.00
2014-01-10,846.69,871.19,868.48,822.60,31876800.00
2014-01-11,867.32,921.48,913.95,861.72,44754200.00
2014-01-12,919.60,928.52,863.22,851.17,39623500.00
2014-01-13,860.19,861.29,841.20,806.05,45580900.00
2014-01-14,843.17,855.69,833.27,825.66,20829800.00
2014-01-15,833.12,872.81,860.90,830.86,28107200.00
2014-01-16,860.29,866.16,835.63,835.63,19149300.00
2014-01-17,834.49,842.91,814.64,797.63,39031700.00
2014-01-18,816.07,841.49,840.00,816.07,18052700.00
2014-01-19,839.66,870.96,870.96,825.53,24365700.00
2014-01-20,871.39,886.39,870.20,853.87,27652700.00
2014-01-21,869.65,881.20,863.91,855.93,18997300.00
2014-01-22,867.21,870.15,845.59,837.36,18453700.00
2014-01-23,845.46,851.57,822.04,819.32,15607100.00
2014-01-24,822.43,822.43,797.07,783.58,34912000.00
2014-01-25,796.24,861.45,853.61,792.96,24303900.00
2014-01-26,853.68,897.02,885.28,844.86,32224300.00
2014-01-27,884.60,893.00,771.39,757.11,49233600.00
2014-01-28,774.02,832.50,812.51,766.98,44875500.00
2014-01-29,809.96,836.87,826.00,809.85,17984400.00
2014-01-30,826.02,830.50,819.03,799.06,29918200.00
2014-01-31,818.43,831.87,829.92,812.60,17107900.00
2014-02-01,828.61,853.52,832.58,827.11,19668700.00
2014-02-02,832.90,844.72,825.37,820.67,11300900.00
2014-02-03,824.08,826.48,823.83,807.22,13940100.00
2014-02-04,823.77,840.17,827.96,820.94,16609700.00
2014-02-05,829.96,837.32,811.91,811.91,22395100.00
2014-02-06,815.59,819.81,781.55,770.59,50108700.00
2014-02-07,783.20,783.20,712.40,654.35,113643000.00
2014-02-08,699.57,721.82,673.92,661.87,38742600.00
2014-02-09,671.46,712.27,682.90,655.25,39311400.00
2014-02-10,681.32,703.71,681.03,550.50,112758000.00
2014-02-11,683.50,712.46,672.17,636.66,72745200.00
2014-02-12,672.38,672.90,651.72,643.04,25367600.00
2014-02-13,651.08,657.99,605.24,601.91,38588100.00
2014-02-14,601.17,691.72,661.99,541.04,102506000.00
2014-02-15,660.90,661.84,650.92,632.84,26709200.00
2014-02-16,651.30,665.10,616.63,584.17,40061700.00
2014-02-17,614.23,656.95,626.27,607.31,31948400.00
2014-02-18,627.16,645.76,626.60,612.54,20015100.00
2014-02-19,625.97,631.77,623.03,618.70,13897800.00
2014-02-20,623.09,627.73,556.14,556.14,46905000.00
2014-02-21,556.88,582.96,574.16,530.47,47308100.00
2014-02-22,574.24,614.48,605.42,558.58,31254000.00
2014-02-23,606.47,639.91,605.82,599.70,31434400.00
2014-02-24,606.04,607.61,546.32,538.70,57893900.00
2014-02-25,540.24,541.38,538.71,420.41,126314000.00
2014-02-26,537.04,603.80,582.69,532.58,64642700.00
2014-02-27,581.65,594.05,578.77,566.62,25540800.00
2014-02-28,579.70,584.14,549.26,545.17,28076100.00
2014-03-01,549.92,573.38,565.61,539.29,18668100.00
2014-03-02,567.23,570.48,559.79,553.27,7950760.00
2014-03-03,562.56,702.91,667.76,560.52,96056896.00
2014-03-04,668.24,696.22,666.78,655.68,55344600.00
2014-03-05,666.24,674.28,665.51,646.28,22461900.00
2014-03-06,664.52,669.77,663.86,649.79,16068100.00
2014-03-07,664.31,665.34,629.15,616.35,34150800.00
2014-03-08,629.66,635.14,617.45,604.46,18654200.00
2014-03-09,616.31,643.95,636.96,612.35,15396500.00
2014-03-10,636.33,644.76,627.79,615.02,20639800.00
2014-03-11,627.95,638.42,634.11,618.84,11732500.00
2014-03-12,631.91,648.03,632.10,629.51,18621200.00
2014-03-13,633.62,644.20,638.14,630.85,11634900.00
2014-03-14,638.14,639.53,628.80,627.21,11913800.00
2014-03-15,629.37,639.14,636.12,627.30,4342080.00
2014-03-16,636.50,637.52,631.11,628.11,5277290.00
2014-03-17,630.92,632.68,622.37,616.85,14648200.00
2014-03-18,621.84,622.39,614.83,603.80,24011500.00
2014-03-19,613.90,622.00,609.89,609.10,14228900.00
2014-03-20,609.74,609.74,588.77,587.49,20572900.00
2014-03-21,588.29,604.59,571.49,561.81,38414100.00
2014-03-22,571.18,572.55,565.04,554.39,17360700.00
2014-03-23,565.76,570.24,561.27,560.88,9288400.00
2014-03-24,562.51,586.56,583.41,551.77,22706900.00
2014-03-25,585.03,585.44,583.92,572.60,14020100.00
2014-03-26,583.48,590.03,580.83,570.96,16401100.00
2014-03-27,580.26,580.56,471.24,471.24,62225400.00
2014-03-28,477.14,526.02,495.67,473.23,58828300.00
2014-03-29,501.71,504.86,491.17,489.73,11147100.00
2014-03-30,492.37,492.37,460.27,444.18,42958300.00
2014-03-31,462.30,483.02,457.00,443.36,28254000.00
2014-04-01,457.00,495.34,478.38,457.00,35685800.00
2014-04-02,479.14,495.05,437.14,431.27,49647600.00
2014-04-03,436.44,449.57,444.72,414.89,40765500.00
2014-04-04,445.66,454.65,447.53,429.09,22925500.00
2014-04-05,446.67,463.57,461.91,444.20,13404500.00
2014-04-06,463.40,466.32,460.50,452.97,10241400.00
2014-04-07,461.47,462.56,449.42,445.12,15616600.00
2014-04-08,447.61,457.42,453.09,446.11,10921600.00
2014-04-09,453.18,455.73,442.73,441.93,13204400.00
2014-04-10,442.26,443.37,365.18,358.73,55868300.00
2014-04-11,363.71,429.77,420.95,351.27,62562800.00
2014-04-12,420.89,439.61,421.12,415.79,19226500.00
2014-04-13,421.46,427.40,414.06,395.25,22493500.00
2014-04-14,414.83,469.75,458.79,407.37,50730200.00
2014-04-15,458.37,519.00,515.59,453.54,49561000.00
2014-04-16,522.18,542.38,527.40,502.78,56480100.00
2014-04-17,529.07,533.52,495.96,484.87,34025500.00
2014-04-18,495.80,498.60,479.64,472.74,19042400.00
2014-04-19,479.58,503.55,501.57,470.56,19588200.00
2014-04-20,501.75,510.87,498.17,490.84,12103100.00
2014-04-21,497.74,510.57,495.77,493.20,15171400.00
2014-04-22,495.45,503.22,487.92,487.58,11670900.00
2014-04-23,488.36,493.25,491.30,485.82,9814530.00
2014-04-24,490.83,500.46,500.46,482.95,13009400.00
2014-04-25,500.09,500.30,461.45,442.95,46856500.00
2014-04-26,461.70,464.54,458.60,449.10,12214600.00
2014-04-27,457.24,459.33,436.39,436.39,10949500.00
2014-04-28,430.72,447.53,440.29,422.94,23876600.00
2014-04-29,439.98,451.64,447.21,435.18,16401400.00
2014-04-30,446.89,451.10,447.64,436.70,15244900.00
2014-05-01,447.63,460.61,457.76,447.63,12871800.00
2014-05-02,457.36,457.93,449.38,443.40,10394200.00
2014-05-03,449.40,449.40,437.76,430.68,9849640.00
2014-05-04,438.52,439.77,436.40,430.05,5621260.00
2014-05-05,434.78,440.97,433.48,427.62,10004800.00
2014-05-06,433.36,448.04,428.96,423.25,12507300.00
2014-05-07,429.34,446.13,438.82,428.45,18332200.00
2014-05-08,438.68,448.40,440.17,438.14,9446580.00
2014-05-09,440.18,452.69,449.46,440.14,10347900.00
2014-05-10,450.46,455.77,454.43,448.47,6682600.00
2014-05-11,453.92,455.34,438.89,433.40,12251700.00
2014-05-12,438.30,442.26,441.46,434.23,7383770.00
2014-05-13,441.53,441.98,440.67,436.97,7682670.00
2014-05-14,440.59,446.66,443.97,440.50,9472960.00
2014-05-15,444.14,449.80,447.25,443.63,7362980.00
2014-05-16,447.39,450.66,448.06,444.96,6475100.00
2014-05-17,448.12,451.98,448.90,447.30,2945790.00
2014-05-18,448.70,449.77,446.26,444.78,2857830.00
2014-05-19,446.08,447.55,446.18,443.10,6242620.00
2014-05-20,446.30,491.44,485.72,446.01,40327500.00
2014-05-21,485.80,494.37,491.77,483.49,14626000.00
2014-05-22,492.05,525.36,524.58,490.19,33086500.00
2014-05-23,525.72,541.96,520.22,520.08,34934700.00
2014-05-24,521.05,525.17,525.14,516.28,11499300.00
2014-05-25,525.23,576.48,571.59,525.23,47010300.00
2014-05-26,571.39,588.39,583.42,565.33,29959800.00
2014-05-27,582.59,589.52,571.24,554.43,38032000.00
2014-05-28,571.91,578.62,577.06,564.09,19289000.00
2014-05-29,576.33,577.10,568.18,561.60,18707800.00
2014-05-30,568.18,618.46,615.33,568.16,31985400.00
2014-05-31,615.69,624.72,623.68,604.47,15107100.00
2014-06-01,623.69,671.51,630.23,619.91,45259100.00
2014-06-02,629.65,665.50,660.62,618.74,45450200.00
2014-06-03,660.55,674.11,667.60,650.78,40653700.00
2014-06-04,666.77,668.56,641.61,624.09,37731500.00
2014-06-05,641.07,663.53,659.26,640.09,29621300.00
2014-06-06,659.28,661.37,653.70,652.30,18680100.00
2014-06-07,653.52,656.94,654.97,644.91,15855300.00
2014-06-08,654.99,658.88,656.14,653.47,8614190.00
2014-06-09,655.64,657.70,649.16,644.39,19065400.00
2014-06-10,650.04,659.61,653.15,646.56,17913400.00
2014-06-11,653.19,657.04,633.02,632.55,25163800.00
2014-06-12,633.43,638.11,586.95,573.27,50818800.00
2014-06-13,585.70,615.14,600.16,585.70,35700700.00
2014-06-14,600.75,601.27,577.36,549.82,38481200.00
2014-06-15,575.93,592.94,592.94,554.89,23580900.00
2014-06-16,592.65,608.72,592.19,587.07,28677500.00
2014-06-17,591.59,610.89,610.86,590.40,18597300.00
2014-06-18,609.77,615.88,607.96,604.40,17862000.00
2014-06-19,608.07,612.24,598.07,597.02,12803800.00
2014-06-20,597.40,599.75,594.15,587.76,18134100.00
2014-06-21,593.68,599.46,594.99,587.74,9256290.00
2014-06-22,595.90,606.00,602.27,594.63,10877700.00
2014-06-23,602.16,603.21,593.98,586.34,14053800.00
2014-06-24,593.97,596.97,582.36,582.36,14144900.00
2014-06-25,581.81,583.60,566.34,565.62,20687700.00
2014-06-26,566.14,581.63,581.14,564.73,14655900.00
2014-06-27,581.30,600.12,597.26,579.89,20814600.00
2014-06-28,599.08,604.47,596.55,595.92,13398100.00
2014-06-29,596.33,604.08,602.72,596.16,8897470.00
2014-06-30,602.62,645.16,639.80,599.88,46422400.00
2014-07-01,641.39,657.86,640.81,640.11,38446300.00
2014-07-02,641.04,656.68,650.88,638.34,25768200.00
2014-07-03,650.77,650.77,645.16,641.30,18949000.00
2014-07-04,644.65,648.43,630.69,629.40,22237200.00
2014-07-05,629.95,633.22,631.46,628.00,9105940.00
2014-07-06,631.77,638.65,635.81,631.16,10080000.00
2014-07-07,635.46,637.16,624.09,617.01,17813600.00
2014-07-08,622.57,626.70,624.82,620.91,10005500.00
2014-07-09,625.22,627.00,624.51,622.60,9819150.00
2014-07-10,624.83,626.12,616.76,612.35,15880700.00
2014-07-11,616.66,632.09,632.00,615.77,16467100.00
2014-07-12,631.88,636.66,633.71,626.98,13329000.00
2014-07-13,634.22,634.73,626.50,624.91,11291000.00
2014-07-14,626.56,627.34,619.32,617.32,12706800.00
2014-07-15,620.00,625.14,621.59,619.64,10873200.00
2014-07-16,622.01,623.09,616.80,615.33,13182400.00
2014-07-17,616.54,626.29,623.09,608.40,16576700.00
2014-07-18,622.37,629.21,628.78,620.47,14158100.00
2014-07-19,629.17,629.17,628.52,624.60,7222030.00
2014-07-20,628.56,628.56,623.90,622.78,5760120.00
2014-07-21,623.95,624.09,622.21,619.11,10711900.00
2014-07-22,622.27,624.30,621.55,620.96,9602880.00
2014-07-23,621.12,624.43,619.41,618.29,11056600.00
2014-07-24,619.50,620.43,601.73,595.57,20917200.00
2014-07-25,601.51,607.07,601.09,597.23,12279500.00
2014-07-26,601.54,602.09,595.81,593.96,10752900.00
2014-07-27,595.67,598.94,593.85,593.43,7774230.00
2014-07-28,594.14,594.57,585.69,575.18,19316400.00
2014-07-29,585.55,588.39,584.72,581.70,11275400.00
2014-07-30,584.74,585.12,567.29,564.90,14898800.00
2014-07-31,567.37,586.23,586.23,564.51,22467900.00
2014-08-01,586.20,597.92,594.92,583.63,18215900.00
2014-08-02,594.90,594.91,589.33,586.16,8359080.00
2014-08-03,588.89,589.15,586.67,581.65,9917990.00
2014-08-04,586.23,591.95,588.78,583.74,9867570.00
2014-08-05,589.01,589.86,585.44,584.10,10790800.00
2014-08-06,585.95,587.49,584.65,583.10,14497900.00
2014-08-07,584.65,591.10,588.87,584.05,11131400.00
2014-08-08,588.88,598.12,592.58,588.79,11072000.00
2014-08-09,592.47,592.47,589.37,587.63,7922070.00
2014-08-10,589.17,594.46,591.06,587.94,7555310.00
2014-08-11,591.28,591.51,576.37,574.05,14764200.00
2014-08-12,576.51,576.95,569.64,566.59,13978200.00
2014-08-13,570.38,573.03,546.66,532.67,25777500.00
2014-08-14,546.18,546.24,505.97,498.73,35803900.00
2014-08-15,511.14,518.18,497.01,487.93,25598300.00
2014-08-16,497.83,521.47,519.71,487.74,22832500.00
2014-08-17,519.14,520.19,491.80,483.63,24300900.00
2014-08-18,491.51,499.37,461.46,443.85,50783800.00
2014-08-19,461.48,485.71,485.24,455.54,38422400.00
2014-08-20,485.07,518.28,511.98,467.51,46527600.00
2014-08-21,510.45,531.90,517.24,510.45,49444200.00
2014-08-22,517.58,521.48,514.04,501.27,36563900.00
2014-08-23,513.39,514.30,498.08,492.11,25171900.00
2014-08-24,498.29,512.89,508.29,497.35,19441700.00
2014-08-25,508.22,508.22,502.50,499.23,18356700.00
2014-08-26,502.54,512.69,511.57,502.54,23235100.00
2014-08-27,512.19,520.71,511.15,510.92,22648500.00
2014-08-28,510.88,516.16,507.82,506.88,19862000.00
2014-08-29,508.42,511.70,508.52,503.82,17624800.00
2014-08-30,508.59,509.31,504.25,501.64,9424070.00
2014-08-31,502.90,504.88,477.76,474.81,44632300.00
2014-09-01,477.79,485.31,474.88,471.91,20432000.00
2014-09-02,474.48,482.99,477.43,472.32,23337900.00
2014-09-03,476.87,481.71,477.59,476.21,13342200.00
2014-09-04,477.68,493.93,489.66,477.09,26081400.00
2014-09-05,489.67,490.64,483.34,481.61,15302500.00
2014-09-06,483.34,488.60,484.83,483.00,10601400.00
2014-09-07,485.13,488.07,482.28,482.28,8994050.00
